loadRes_time,srh_time,srh ret,text
2713,28,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2729,27,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2722,59,0,"(field=Album,query=我不是伟人,fuzzy=1,searchType=SR)"
2705,78,0,"(field=Album,query=会跳舞的文艺青年,fuzzy=1,searchType=SR)"
2691,46,0,"(field=Album,query=毕业声,fuzzy=1,searchType=SR)"
2716,44,0,"(field=Album,query=琵琶相,fuzzy=1,searchType=SR)"
2727,46,0,"(field=Album,query=小可乐,fuzzy=1,searchType=SR)"
2707,83,0,"(field=Album,query=韩宝仪国语点歌集7,fuzzy=1,searchType=SR)"
2717,66,0,"(field=Album,query=微青春的附件,fuzzy=1,searchType=SR)"
2711,48,0,"(field=Album,query=黑色柳丁,fuzzy=1,searchType=SR)"
2722,54,0,"(field=Album,query=在你身边 (内地版),fuzzy=1,searchType=SR)"
2702,53,0,"(field=Album,query=大张旗鼓,fuzzy=1,searchType=SR)"
2747,61,0,"(field=Album,query=失恋事小,fuzzy=1,searchType=SR)"
2735,49,0,"(field=Album,query=新套马杆,fuzzy=1,searchType=SR)"
2685,206,0,"(field=Album,query=The Song,fuzzy=1,searchType=SR)"
2813,90,0,"(field=Album,query=我的经济适用男 电视原声带,fuzzy=1,searchType=SR)"
2702,53,0,"(field=Album,query=骆驼·飞鸟·鱼,fuzzy=1,searchType=SR)"
2708,199,0,"(field=Album,query=Believe,fuzzy=1,searchType=SR)"
2717,51,0,"(field=Album,query=真情流露,fuzzy=1,searchType=SR)"
2700,61,0,"(field=Album,query=老婆最大,fuzzy=1,searchType=SR)"
2708,60,0,"(field=Album,query=向天再借五百年,fuzzy=1,searchType=SR)"
2699,54,0,"(field=Album,query=风雨无阻,fuzzy=1,searchType=SR)"
2727,200,0,"(field=Album,query=齐待,fuzzy=1,searchType=SR)"
2697,45,0,"(field=Album,query=凤凰飞,fuzzy=1,searchType=SR)"
2735,82,0,"(field=Album,query=甄嬛传原声大碟,fuzzy=1,searchType=SR)"
2700,54,0,"(field=Album,query=20年特别选,fuzzy=1,searchType=SR)"
2704,53,0,"(field=Album,query=服不服,fuzzy=1,searchType=SR)"
2742,70,0,"(field=Album,query=我是歌手 总决赛 (抢听版),fuzzy=1,searchType=SR)"
2742,59,0,"(field=Album,query=失窃之物,fuzzy=1,searchType=SR)"
2700,27,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2725,60,0,"(field=Album,query=天下最美的女中音,fuzzy=1,searchType=SR)"
2720,29,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2701,58,0,"(field=Album,query=阿宝 同名专辑,fuzzy=1,searchType=SR)"
2719,86,0,"(field=Album,query=不解释亲吻,fuzzy=1,searchType=SR)"
2714,57,0,"(field=Album,query=感官/世界,fuzzy=1,searchType=SR)"
2755,108,0,"(field=Album,query=雪域光芒 (1998西藏演唱会完全实况),fuzzy=1,searchType=SR)"
2699,44,0,"(field=Album,query=潮男正传,fuzzy=1,searchType=SR)"
2706,78,0,"(field=Album,query=在心里从此永远有个你,fuzzy=1,searchType=SR)"
2722,90,0,"(field=Album,query=我是歌手 总决赛,fuzzy=1,searchType=SR)"
2704,68,0,"(field=Album,query=2013蛇年春晚,fuzzy=1,searchType=SR)"
2729,55,0,"(field=Album,query=听我,fuzzy=1,searchType=SR)"
2759,52,0,"(field=Album,query=跟着你到天边,fuzzy=1,searchType=SR)"
2702,28,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2721,74,0,"(field=Album,query=小先生,fuzzy=1,searchType=SR)"
2710,44,0,"(field=Album,query=逆光,fuzzy=1,searchType=SR)"
2712,75,0,"(field=Album,query=冬之火九重天演唱会,fuzzy=1,searchType=SR)"
2714,50,0,"(field=Album,query=格格Blue,fuzzy=1,searchType=SR)"
2705,63,0,"(field=Album,query=秋:故事,fuzzy=1,searchType=SR)"
2703,89,0,"(field=Album,query=热门单曲-关于我们之间的事,fuzzy=1,searchType=SR)"
2713,101,0,"(field=Album,query=Beyond The Ultimate Story,fuzzy=1,searchType=SR)"
2739,43,0,"(field=Album,query=归来吧,fuzzy=1,searchType=SR)"
2758,59,0,"(field=Album,query=给淑桦的一封信,fuzzy=1,searchType=SR)"
2705,62,0,"(field=Album,query=经典金选(2),fuzzy=1,searchType=SR)"
2720,47,0,"(field=Album,query=霹雳狂花,fuzzy=1,searchType=SR)"
2713,48,0,"(field=Album,query=没你不行,fuzzy=1,searchType=SR)"
2701,28,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2699,52,0,"(field=Album,query=倾听 张靓颖,fuzzy=1,searchType=SR)"
2770,51,0,"(field=Album,query=雾里看花,fuzzy=1,searchType=SR)"
2703,82,0,"(field=Album,query=刘欢经典20年珍藏锦集,fuzzy=1,searchType=SR)"
2693,70,0,"(field=Album,query=好了伤疤忘了痛,fuzzy=1,searchType=SR)"
2706,71,0,"(field=Album,query=好了伤疤忘了痛,fuzzy=1,searchType=SR)"
2718,73,0,"(field=Album,query=好男人都死哪儿去了,fuzzy=1,searchType=SR)"
2730,53,0,"(field=Album,query=开心女孩&爱的感觉,fuzzy=1,searchType=SR)"
2693,81,0,"(field=Album,query=天空之城 (天空城  飛行石迷)-徳間,fuzzy=1,searchType=SR)"
2726,51,0,"(field=Album,query=从头认识,fuzzy=1,searchType=SR)"
2725,50,0,"(field=Album,query=穿越三部曲,fuzzy=1,searchType=SR)"
2713,28,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2708,58,0,"(field=Album,query=让我想一想,fuzzy=1,searchType=SR)"
2751,56,0,"(field=Album,query=入戏太深,fuzzy=1,searchType=SR)"
2722,50,0,"(field=Album,query=黑色柳丁,fuzzy=1,searchType=SR)"
2709,47,0,"(field=Album,query=很爱很爱你,fuzzy=1,searchType=SR)"
2698,137,0,"(field=Album,query=唱游,fuzzy=1,searchType=SR)"
2712,47,0,"(field=Album,query=民歌红Ⅲ,fuzzy=1,searchType=SR)"
2698,82,0,"(field=Album,query=伴你二十年5-外国经典专辑,fuzzy=1,searchType=SR)"
2755,47,0,"(field=Album,query=红蜻蜓,fuzzy=1,searchType=SR)"
2711,40,0,"(field=Album,query=红日,fuzzy=1,searchType=SR)"
2710,81,0,"(field=Album,query=甄嬛传原声大碟,fuzzy=1,searchType=SR)"
2754,63,0,"(field=Album,query=后会无期,fuzzy=1,searchType=SR)"
2720,64,0,"(field=Album,query=金色的呼唤,fuzzy=1,searchType=SR)"
2700,45,0,"(field=Album,query=好汉歌,fuzzy=1,searchType=SR)"
2702,79,0,"(field=Album,query=天国的嫁衣 电视原声带,fuzzy=1,searchType=SR)"
2725,101,0,"(field=Album,query=非诚勿扰 电影原声大碟,fuzzy=1,searchType=SR)"
2702,42,0,"(field=Album,query=飞鸟,fuzzy=1,searchType=SR)"
2735,73,0,"(field=Album,query=花心,fuzzy=1,searchType=SR)"
3239,81,0,"(field=Album,query=小先生,fuzzy=1,searchType=SR)"
2717,46,0,"(field=Album,query=民歌红Ⅲ,fuzzy=1,searchType=SR)"
2713,28,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2709,59,0,"(field=Album,query=老婆最大,fuzzy=1,searchType=SR)"
2731,50,0,"(field=Album,query=星座圣典,fuzzy=1,searchType=SR)"
2722,77,0,"(field=Album,query=2011身披彩衣的姑娘,fuzzy=1,searchType=SR)"
2698,68,0,"(field=Album,query=情调私语,fuzzy=1,searchType=SR)"
2751,28,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2704,54,0,"(field=Album,query=赤裸裸,fuzzy=1,searchType=SR)"
2712,80,0,"(field=Album,query=各有各精彩(13周年纪念版),fuzzy=1,searchType=SR)"
2718,41,0,"(field=Album,query=达人Show,fuzzy=1,searchType=SR)"
2699,52,0,"(field=Album,query=看透爱情看透你,fuzzy=1,searchType=SR)"
2710,77,0,"(field=Album,query=平安 首张同名专辑,fuzzy=1,searchType=SR)"
2709,27,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2701,56,0,"(field=Album,query=畅情录,fuzzy=1,searchType=SR)"
2721,49,0,"(field=Album,query=温古知新,fuzzy=1,searchType=SR)"
2695,189,0,"(field=Album,query=G.E.M.,fuzzy=1,searchType=SR)"
2727,54,0,"(field=Album,query=爱久见人心,fuzzy=1,searchType=SR)"
2695,65,0,"(field=Album,query=王妃,fuzzy=1,searchType=SR)"
2802,55,0,"(field=Album,query=独一无二,fuzzy=1,searchType=SR)"
2733,44,0,"(field=Album,query=也许明天,fuzzy=1,searchType=SR)"
2724,58,0,"(field=Album,query=《赢家》电影原声,fuzzy=1,searchType=SR)"
2693,33,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2704,64,0,"(field=Album,query=尚雯婕精选集,fuzzy=1,searchType=SR)"
2708,63,0,"(field=Album,query=我去2000年 (珍藏版),fuzzy=1,searchType=SR)"
2699,48,0,"(field=Album,query=新套马杆,fuzzy=1,searchType=SR)"
2705,52,0,"(field=Album,query=火辣辣的情歌,fuzzy=1,searchType=SR)"
2706,53,0,"(field=Album,query=草原之月,fuzzy=1,searchType=SR)"
2701,45,0,"(field=Album,query=东女国,fuzzy=1,searchType=SR)"
2733,50,0,"(field=Album,query=蒙古族名歌,fuzzy=1,searchType=SR)"
2699,51,0,"(field=Album,query=赤裸裸,fuzzy=1,searchType=SR)"
2727,50,0,"(field=Album,query=一首心歌,fuzzy=1,searchType=SR)"
2738,52,0,"(field=Album,query=万岁2001,fuzzy=1,searchType=SR)"
2703,58,0,"(field=Album,query=几许风雨,fuzzy=1,searchType=SR)"
2732,87,0,"(field=Album,query=不解释亲吻,fuzzy=1,searchType=SR)"
2724,55,0,"(field=Album,query=2006型男Show女,fuzzy=1,searchType=SR)"
2714,67,0,"(field=Album,query=国语经典101,fuzzy=1,searchType=SR)"
2707,74,0,"(field=Album,query=寂寞的人伤心的歌,fuzzy=1,searchType=SR)"
2701,245,0,"(field=Album,query=My Secret,fuzzy=1,searchType=SR)"
2752,29,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2701,73,0,"(field=Album,query=关于她的爱情故事,fuzzy=1,searchType=SR)"
2702,54,0,"(field=Album,query=编号89757,fuzzy=1,searchType=SR)"
2715,51,0,"(field=Album,query=江南（内地版）,fuzzy=1,searchType=SR)"
2721,100,0,"(field=Album,query=最新汽车升级版1 - 车载低音炮,fuzzy=1,searchType=SR)"
2740,28,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
2733,50,0,"(field=Album,query=降龙十八掌,fuzzy=1,searchType=SR)"
2707,58,0,"(field=Album,query=好佩妮(新歌+精选),fuzzy=1,searchType=SR)"
2700,54,0,"(field=Album,query=遇上爱,fuzzy=1,searchType=SR)"
2708,61,0,"(field=Album,query=2006 Ringback Tone Champion Mandarin Songs,fuzzy=1,searchType=SR)"
2714,60,0,"(field=Album,query=超级4Th场,fuzzy=1,searchType=SR)"
2719,48,0,"(field=Album,query=今年夏天,fuzzy=1,searchType=SR)"
2719,62,0,"(field=Album,query=在你面前我好想流泪,fuzzy=1,searchType=SR)"
2967,100,0,"(field=Album,query=我的歌声里,fuzzy=1,searchType=SR)"
3085,90,0,"(field=Album,query=蔡琴 畅销金曲专辑二,fuzzy=1,searchType=SR)"
3059,79,0,"(field=Album,query=戒了爱情戒了你,fuzzy=1,searchType=SR)"
3052,93,0,"(field=Album,query=我的王菲时代(Taiwan Version),fuzzy=1,searchType=SR)"
3037,59,0,"(field=Album,query=矜持,fuzzy=1,searchType=SR)"
3049,106,0,"(field=Album,query=甄嬛传原声大碟,fuzzy=1,searchType=SR)"
3056,36,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3048,94,0,"(field=Album,query=2013蛇年春晚,fuzzy=1,searchType=SR)"
3053,90,0,"(field=Album,query=爱的自选,fuzzy=1,searchType=SR)"
3085,72,0,"(field=Album,query=黄金十载,fuzzy=1,searchType=SR)"
3062,78,0,"(field=Album,query=时代全经典,fuzzy=1,searchType=SR)"
3045,123,0,"(field=Album,query=我是歌手 总决赛,fuzzy=1,searchType=SR)"
3069,40,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3046,299,0,"(field=Album,query=Ok,fuzzy=1,searchType=SR)"
3150,72,0,"(field=Album,query=太平盛世,fuzzy=1,searchType=SR)"
3073,73,0,"(field=Album,query=涵剧先森,fuzzy=1,searchType=SR)"
3043,52,0,"(field=Album,query=恰好,fuzzy=1,searchType=SR)"
3063,72,0,"(field=Album,query=中国好歌曲 冠军赛,fuzzy=1,searchType=SR)"
3047,70,0,"(field=Album,query=中国好歌曲 总决赛,fuzzy=1,searchType=SR)"
3068,76,0,"(field=Album,query=男人歌,fuzzy=1,searchType=SR)"
3051,81,0,"(field=Album,query=我的士兵兄弟,fuzzy=1,searchType=SR)"
3049,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3049,70,0,"(field=Album,query=开门大吉,fuzzy=1,searchType=SR)"
3099,119,0,"(field=Album,query=中国好声音之为你转身 电影原声带,fuzzy=1,searchType=SR)"
3075,102,0,"(field=Album,query=Start 世界巡回演唱会,fuzzy=1,searchType=SR)"
3049,36,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3062,69,0,"(field=Album,query=看透爱情看透你,fuzzy=1,searchType=SR)"
3061,88,0,"(field=Album,query=台北小巨蛋音乐会,fuzzy=1,searchType=SR)"
3032,99,0,"(field=Album,query=婚礼歌手 幸福情歌精选,fuzzy=1,searchType=SR)"
3066,83,0,"(field=Album,query=最初的梦想,fuzzy=1,searchType=SR)"
3064,125,0,"(field=Album,query=我是歌手 第四期,fuzzy=1,searchType=SR)"
3073,83,0,"(field=Album,query=克卜勒,fuzzy=1,searchType=SR)"
3053,145,0,"(field=Album,query=理性与感性 作品音乐会,fuzzy=1,searchType=SR)"
3108,68,0,"(field=Album,query=此时此刻,fuzzy=1,searchType=SR)"
3046,95,0,"(field=Album,query=最美和声 第9期,fuzzy=1,searchType=SR)"
3051,50,0,"(field=Album,query=心太软,fuzzy=1,searchType=SR)"
3048,59,0,"(field=Album,query=痛快的歌,fuzzy=1,searchType=SR)"
3094,72,0,"(field=Album,query=弦歌有你,fuzzy=1,searchType=SR)"
3067,78,0,"(field=Album,query=狂想曲,fuzzy=1,searchType=SR)"
3041,78,0,"(field=Album,query=DJ小可 ⑩帽子戏法,fuzzy=1,searchType=SR)"
3050,99,0,"(field=Album,query=大地飞歌,fuzzy=1,searchType=SR)"
3101,80,0,"(field=Album,query=生如夏花,fuzzy=1,searchType=SR)"
3053,80,0,"(field=Album,query=来生缘,fuzzy=1,searchType=SR)"
3065,75,0,"(field=Album,query=校园青春乐,fuzzy=1,searchType=SR)"
3049,68,0,"(field=Album,query=草原情哥哥,fuzzy=1,searchType=SR)"
3071,77,0,"(field=Album,query=蓝色土耳其,fuzzy=1,searchType=SR)"
3124,66,0,"(field=Album,query=爱情单价,fuzzy=1,searchType=SR)"
3059,67,0,"(field=Album,query=大小说家,fuzzy=1,searchType=SR)"
3051,66,0,"(field=Album,query=浪迹天涯,fuzzy=1,searchType=SR)"
3094,59,0,"(field=Album,query=风飞沙,fuzzy=1,searchType=SR)"
3057,77,0,"(field=Album,query=老婆最大,fuzzy=1,searchType=SR)"
3059,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3047,76,0,"(field=Album,query=醉相思,fuzzy=1,searchType=SR)"
3048,87,0,"(field=Album,query=国语真经典,fuzzy=1,searchType=SR)"
3095,82,0,"(field=Album,query=情歌继续唱,fuzzy=1,searchType=SR)"
3055,61,0,"(field=Album,query=泪桥,fuzzy=1,searchType=SR)"
3050,56,0,"(field=Album,query=三面夏娃,fuzzy=1,searchType=SR)"
3162,63,0,"(field=Album,query=冷酷到底,fuzzy=1,searchType=SR)"
3041,78,0,"(field=Album,query=超越Beyond精选,fuzzy=1,searchType=SR)"
3066,58,0,"(field=Album,query=绝对收藏,fuzzy=1,searchType=SR)"
3037,63,0,"(field=Album,query=擦声而过 2,fuzzy=1,searchType=SR)"
3041,60,0,"(field=Album,query=红蜻蜓,fuzzy=1,searchType=SR)"
3037,63,0,"(field=Album,query=嫦娥奔月,fuzzy=1,searchType=SR)"
3051,106,0,"(field=Album,query=恋着多喜欢 (非卖品宣传单曲),fuzzy=1,searchType=SR)"
3047,90,0,"(field=Album,query=伴你二十年6-民歌专辑,fuzzy=1,searchType=SR)"
3114,63,0,"(field=Album,query=父老乡亲,fuzzy=1,searchType=SR)"
3062,96,0,"(field=Album,query=最爱,fuzzy=1,searchType=SR)"
3066,156,0,"(field=Album,query=当代音乐馆 器乐演奏家系列 流动的城市,fuzzy=1,searchType=SR)"
3056,83,0,"(field=Album,query=爱的进行式,fuzzy=1,searchType=SR)"
3062,166,0,"(field=Album,query=我是歌手 第十一期,fuzzy=1,searchType=SR)"
3074,67,0,"(field=Album,query=王菲2001,fuzzy=1,searchType=SR)"
3717,55,0,"(field=Album,query=温暖呐喊,fuzzy=1,searchType=SR)"
3067,35,4101,"(field=Album,query=郑钧=Zj,fuzzy=1,searchType=SR)"
3055,87,0,"(field=Album,query=为爱走天涯,fuzzy=1,searchType=SR)"
3097,60,0,"(field=Album,query=太阳出来了,fuzzy=1,searchType=SR)"
3081,246,0,"(field=Album,query=飞,fuzzy=1,searchType=SR)"
3246,37,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3034,70,0,"(field=Album,query=钢琴恋曲101,fuzzy=1,searchType=SR)"
3054,327,0,"(field=Album,query=路,fuzzy=1,searchType=SR)"
3108,68,0,"(field=Album,query=擦声而过 2,fuzzy=1,searchType=SR)"
3064,78,0,"(field=Album,query=改变自己,fuzzy=1,searchType=SR)"
3062,92,0,"(field=Album,query=每一刻都是崭新的,fuzzy=1,searchType=SR)"
3055,36,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3058,37,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3043,60,0,"(field=Album,query=满满的爱,fuzzy=1,searchType=SR)"
3061,75,0,"(field=Album,query=DJ小可 ⑧王者再现,fuzzy=1,searchType=SR)"
3052,61,0,"(field=Album,query=渺小,fuzzy=1,searchType=SR)"
3055,294,0,"(field=Album,query=Never Ever Best,fuzzy=1,searchType=SR)"
3094,114,0,"(field=Album,query=Vae新歌+精选珍藏合辑,fuzzy=1,searchType=SR)"
3062,86,0,"(field=Album,query=十八般武艺,fuzzy=1,searchType=SR)"
3051,80,0,"(field=Album,query=大年三十,fuzzy=1,searchType=SR)"
3053,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3073,65,0,"(field=Album,query=忘不了你,fuzzy=1,searchType=SR)"
3062,253,0,"(field=Album,query=飞,fuzzy=1,searchType=SR)"
3083,61,0,"(field=Album,query=恋恋风尘,fuzzy=1,searchType=SR)"
3046,69,0,"(field=Album,query=逐梦令·四美图,fuzzy=1,searchType=SR)"
3046,77,0,"(field=Album,query=Myself 概念专辑,fuzzy=1,searchType=SR)"
3057,58,0,"(field=Album,query=美人吟,fuzzy=1,searchType=SR)"
3053,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3032,93,0,"(field=Album,query=我是歌手 总决赛 (抢听版),fuzzy=1,searchType=SR)"
3086,91,0,"(field=Album,query=蒙娜丽莎的眼泪,fuzzy=1,searchType=SR)"
3082,328,0,"(field=Album,query=梦,fuzzy=1,searchType=SR)"
3081,37,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3076,61,0,"(field=Album,query=梦里花,fuzzy=1,searchType=SR)"
3045,91,0,"(field=Album,query=那英全经典,fuzzy=1,searchType=SR)"
3062,88,0,"(field=Album,query=国语真经典,fuzzy=1,searchType=SR)"
3044,100,0,"(field=Album,query=爱的时刻自选辑,fuzzy=1,searchType=SR)"
3067,40,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3038,63,0,"(field=Album,query=梦中新娘,fuzzy=1,searchType=SR)"
3042,66,0,"(field=Album,query=星座圣典,fuzzy=1,searchType=SR)"
3063,73,0,"(field=Album,query=明天的明天的明天,fuzzy=1,searchType=SR)"
3071,88,0,"(field=Album,query=蔡琴36首经典精选,fuzzy=1,searchType=SR)"
3058,60,0,"(field=Album,query=呛声,fuzzy=1,searchType=SR)"
3053,60,0,"(field=Album,query=银色月光下,fuzzy=1,searchType=SR)"
3046,78,0,"(field=Album,query=陌生人,fuzzy=1,searchType=SR)"
3046,78,0,"(field=Album,query=新贵妃醉酒,fuzzy=1,searchType=SR)"
3063,76,0,"(field=Album,query=失窃之物,fuzzy=1,searchType=SR)"
3050,100,0,"(field=Album,query=咱们结婚吧 电视原声带,fuzzy=1,searchType=SR)"
3096,171,0,"(field=Album,query=跨年演唱会2012-2013 华语篇3,fuzzy=1,searchType=SR)"
3053,98,0,"(field=Album,query=中国好声音杨坤组四进一,fuzzy=1,searchType=SR)"
3043,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3047,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3049,90,0,"(field=Album,query=再见你好吗,fuzzy=1,searchType=SR)"
3098,76,0,"(field=Album,query=那个傻瓜爱过你,fuzzy=1,searchType=SR)"
3075,52,0,"(field=Album,query=正妹,fuzzy=1,searchType=SR)"
3046,51,0,"(field=Album,query=男人Ktv,fuzzy=1,searchType=SR)"
3074,63,0,"(field=Album,query=整个八月,fuzzy=1,searchType=SR)"
3040,81,0,"(field=Album,query=和从前一样,fuzzy=1,searchType=SR)"
3044,111,0,"(field=Album,query=我是歌手 第九期,fuzzy=1,searchType=SR)"
3064,94,0,"(field=Album,query=和从前一样,fuzzy=1,searchType=SR)"
3093,56,0,"(field=Album,query=小美人,fuzzy=1,searchType=SR)"
3067,65,0,"(field=Album,query=最动听的...蔡琴,fuzzy=1,searchType=SR)"
3055,84,0,"(field=Album,query=南无观世音菩萨,fuzzy=1,searchType=SR)"
3051,69,0,"(field=Album,query=我可以,fuzzy=1,searchType=SR)"
3045,64,0,"(field=Album,query=浪漫情圣,fuzzy=1,searchType=SR)"
3041,81,0,"(field=Album,query=爱比不爱更寂寞,fuzzy=1,searchType=SR)"
3044,114,0,"(field=Album,query=在心里从此永远有个你,fuzzy=1,searchType=SR)"
3053,36,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3045,65,0,"(field=Album,query=犯贱remix,fuzzy=1,searchType=SR)"
3043,78,0,"(field=Album,query=大雨,fuzzy=1,searchType=SR)"
3070,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3069,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3077,114,0,"(field=Album,query=罗大佑北京-香港演唱会,fuzzy=1,searchType=SR)"
3041,90,0,"(field=Album,query=天下无双,fuzzy=1,searchType=SR)"
3071,55,0,"(field=Album,query=你懂的,fuzzy=1,searchType=SR)"
3162,99,0,"(field=Album,query=超级精装大戏主题曲,fuzzy=1,searchType=SR)"
3044,100,0,"(field=Album,query=其实我们都寂寞,fuzzy=1,searchType=SR)"
3067,83,0,"(field=Album,query=钻石金选集,fuzzy=1,searchType=SR)"
3043,61,0,"(field=Album,query=醇经典,fuzzy=1,searchType=SR)"
3036,116,0,"(field=Album,query=我终于失去了你,fuzzy=1,searchType=SR)"
3057,125,0,"(field=Album,query=Vae新歌+精选珍藏合辑,fuzzy=1,searchType=SR)"
3058,95,0,"(field=Album,query=你身边的人曾经是我,fuzzy=1,searchType=SR)"
3071,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3097,71,0,"(field=Album,query=深情流露2,fuzzy=1,searchType=SR)"
3039,121,0,"(field=Album,query=孤星.英雄泪 王杰时代精选(Disc 1),fuzzy=1,searchType=SR)"
3060,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3043,158,0,"(field=Album,query=2014梦心动-浙江卫视中国好声音新年演唱会,fuzzy=1,searchType=SR)"
3056,276,0,"(field=Album,query=To Hebe,fuzzy=1,searchType=SR)"
3068,125,0,"(field=Album,query=释放,fuzzy=1,searchType=SR)"
3051,429,0,"(field=Album,query=???ú·3??ê2?′,fuzzy=1,searchType=SR)"
3071,92,0,"(field=Album,query=全能星战 第10期,fuzzy=1,searchType=SR)"
3049,103,0,"(field=Album,query=白骨精写给孙悟空的信,fuzzy=1,searchType=SR)"
3085,56,0,"(field=Album,query=逆光,fuzzy=1,searchType=SR)"
3076,145,0,"(field=Album,query=爱不爱,fuzzy=1,searchType=SR)"
3040,81,0,"(field=Album,query=燕尾蝶：下定爱的决心,fuzzy=1,searchType=SR)"
3042,68,0,"(field=Album,query=继续革命,fuzzy=1,searchType=SR)"
3037,87,0,"(field=Album,query=北京的冬天,fuzzy=1,searchType=SR)"
3097,59,0,"(field=Album,query=怒放的生命,fuzzy=1,searchType=SR)"
3064,118,0,"(field=Album,query=最新汽车升级版2 电音汽车达人,fuzzy=1,searchType=SR)"
3048,62,0,"(field=Album,query=爱情的尽头,fuzzy=1,searchType=SR)"
3079,58,0,"(field=Album,query=花心传说,fuzzy=1,searchType=SR)"
3112,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3038,58,0,"(field=Album,query=头号男友,fuzzy=1,searchType=SR)"
3047,58,0,"(field=Album,query=女王驾到,fuzzy=1,searchType=SR)"
3062,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3040,59,0,"(field=Album,query=欧若拉,fuzzy=1,searchType=SR)"
3055,34,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3066,58,0,"(field=Album,query=谢容儿,fuzzy=1,searchType=SR)"
3052,82,0,"(field=Album,query=我是海雅谷慕,fuzzy=1,searchType=SR)"
3080,135,0,"(field=Album,query=Xposed,fuzzy=1,searchType=SR)"
3110,36,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3055,65,0,"(field=Album,query=陪你走到底,fuzzy=1,searchType=SR)"
3070,618,0,"(field=Album,query=黏黏2,fuzzy=1,searchType=SR)"
3067,64,0,"(field=Album,query=重定义,fuzzy=1,searchType=SR)"
3072,79,0,"(field=Album,query=朋友圈 (专辑版),fuzzy=1,searchType=SR)"
3059,74,0,"(field=Album,query=披着羊皮的狼,fuzzy=1,searchType=SR)"
3040,35,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3041,37,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3099,74,0,"(field=Album,query=大雨,fuzzy=1,searchType=SR)"
3080,111,0,"(field=Album,query=快乐天堂 滚石30演唱会,fuzzy=1,searchType=SR)"
3066,84,0,"(field=Album,query=爱的进行式,fuzzy=1,searchType=SR)"
3094,68,0,"(field=Album,query=破晓以后,fuzzy=1,searchType=SR)"
3065,57,0,"(field=Album,query=蒲公英,fuzzy=1,searchType=SR)"
3042,49,0,"(field=Album,query=恰好,fuzzy=1,searchType=SR)"
3052,68,0,"(field=Album,query=七情六欲,fuzzy=1,searchType=SR)"
3649,91,0,"(field=Album,query=不如吃茶去,fuzzy=1,searchType=SR)"
3048,109,0,"(field=Album,query=周而复始 1987-2002 Cd2,fuzzy=1,searchType=SR)"
3095,68,0,"(field=Album,query=初.爱,fuzzy=1,searchType=SR)"
3068,89,0,"(field=Album,query=因为爱你,fuzzy=1,searchType=SR)"
3070,61,0,"(field=Album,query=看我72变,fuzzy=1,searchType=SR)"
3077,309,0,"(field=Album,query=Super Sunshine,fuzzy=1,searchType=SR)"
3091,34,4101,"(field=Album,query=,fuzzy=1,searchType=SR)"
3063,73,0,"(field=Album,query=恰似你的温柔,fuzzy=1,searchType=SR)"
3036,81,0,"(field=Album,query=回想曲 青青校树,fuzzy=1,searchType=SR)"
3041,55,0,"(field=Album,query=海阔天空,fuzzy=1,searchType=SR)"
3042,88,0,"(field=Album,query=Back To Priscilla 30th Anniversary Collections,fuzzy=1,searchType=SR)"
