/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M010_149-1.1s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:158,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":158, "wakeup":1, "nStartBytes":13120, "nEndBytes":32000}	198
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M010_150-1.1s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:121,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":121, "wakeup":1, "nStartBytes":75520, "nEndBytes":95040}	153
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M010_151-1.2s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:139,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":139, "wakeup":1, "nStartBytes":128320, "nEndBytes":147520}	17
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M010_152-1.1s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:153,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":153, "wakeup":1, "nStartBytes":189760, "nEndBytes":209600}	112
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M011_149-0.9s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:66,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":66, "wakeup":1, "nStartBytes":244800, "nEndBytes":259520}	205
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M011_150-1.0s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:57,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":57, "wakeup":1, "nStartBytes":293440, "nEndBytes":309760}	137
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M011_151-1.0s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:68,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":68, "wakeup":1, "nStartBytes":345280, "nEndBytes":361280}	130
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M011_152-1.0s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:52,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":52, "wakeup":1, "nStartBytes":399040, "nEndBytes":416960}	196
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M012_149-1.4s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:105,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":105, "wakeup":1, "nStartBytes":450240, "nEndBytes":473920}	14
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M012_150-1.4s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:59,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":59, "wakeup":1, "nStartBytes":513600, "nEndBytes":537600}	-44
/MVWTestSuite/MVWTestEffect_WithTime/SceneId-8/X1/M012_151-1.4s.wav	nMvwScene:8,nMvwId:2,nMvwRlt:取消,nMvwScore:103,lParam:{"nMvwScene":8, "nMvwId":2, "nMvwScore":103, "wakeup":1, "nStartBytes":574720, "nEndBytes":599360}	86
