2017-01-13T11:12:17Z,-1,-1
2017-01-13T11:12:19Z,-1,-1
2017-01-13T11:12:21Z,-1,-1
2017-01-13T11:12:23Z,-1,-1
2017-01-13T11:12:25Z,42.2,37
2017-01-13T11:12:27Z,80.64,35.29
2017-01-13T11:12:29Z,170.87,26
2017-01-13T11:12:31Z,179.81,44
2017-01-13T11:12:33Z,196.77,8
2017-01-13T11:12:35Z,196.96,9
2017-01-13T11:12:37Z,197,0
2017-01-13T11:12:39Z,197,0
2017-01-13T11:12:41Z,197,0
2017-01-13T11:12:43Z,197,1
2017-01-13T11:12:45Z,197,0
2017-01-13T11:12:47Z,197,0
2017-01-13T11:12:49Z,140.38,43
2017-01-13T11:12:51Z,148.31,43
2017-01-13T11:12:53Z,161.39,31
2017-01-13T11:12:55Z,208.46,5.05
2017-01-13T11:12:57Z,208.46,0
2017-01-13T11:12:59Z,208.46,0
2017-01-13T11:13:01Z,208.46,0
2017-01-13T11:13:03Z,208.44,0
2017-01-13T11:13:05Z,208.44,1.01
2017-01-13T11:13:07Z,247.59,56
2017-01-13T11:13:09Z,249.22,46
2017-01-13T11:13:11Z,249.95,55
2017-01-13T11:13:13Z,250.48,54
2017-01-13T11:13:15Z,250.11,31.37
2017-01-13T11:13:17Z,250.52,56
2017-01-13T11:13:19Z,250.18,54
2017-01-13T11:13:21Z,250.91,51.96
2017-01-13T11:13:23Z,212.59,38
2017-01-13T11:13:25Z,250.65,52
2017-01-13T11:13:27Z,251.06,54
2017-01-13T11:13:29Z,245.13,31
2017-01-13T11:13:31Z,250.84,54
2017-01-13T11:13:33Z,251.23,54
2017-01-13T11:13:35Z,251.31,50.98
2017-01-13T11:13:37Z,251.88,53
2017-01-13T11:13:39Z,251.31,54
2017-01-13T11:13:41Z,251.84,49
2017-01-13T11:13:44Z,251.45,53
2017-01-13T11:13:46Z,251.85,53.54
2017-01-13T11:13:48Z,252.12,50.98
2017-01-13T11:13:50Z,251.49,47
2017-01-13T11:13:52Z,251.96,50
2017-01-13T11:13:54Z,251.64,54
2017-01-13T11:13:56Z,252.19,52
2017-01-13T11:13:58Z,251.67,51
2017-01-13T11:14:00Z,252.06,54
2017-01-13T11:14:02Z,251.69,53
2017-01-13T11:14:04Z,252.18,54
2017-01-13T11:14:06Z,252.31,54
2017-01-13T11:14:08Z,251.86,55
2017-01-13T11:14:10Z,251.93,36.27
2017-01-13T11:14:12Z,252.35,52.94
2017-01-13T11:14:14Z,251.98,50.98
2017-01-13T11:14:16Z,214.04,30
2017-01-13T11:14:18Z,252.13,58
2017-01-13T11:14:20Z,251.84,51
2017-01-13T11:14:22Z,252.29,50.98
2017-01-13T11:14:24Z,251.92,53
2017-01-13T11:14:26Z,252.42,51.96
2017-01-13T11:14:28Z,251.86,52
2017-01-13T11:14:30Z,214.12,26
2017-01-13T11:14:32Z,252.17,56
2017-01-13T11:14:34Z,251.85,27
2017-01-13T11:14:36Z,252.3,53.92
2017-01-13T11:14:38Z,214.09,40
2017-01-13T11:14:40Z,252.13,51
2017-01-13T11:14:42Z,252.31,54
2017-01-13T11:14:44Z,251.98,57
2017-01-13T11:14:46Z,252.34,50
2017-01-13T11:14:48Z,252.5,51
2017-01-13T11:14:50Z,252.24,34
2017-01-13T11:14:52Z,252.55,55
2017-01-13T11:14:54Z,252.77,55
2017-01-13T11:14:56Z,252.38,55
2017-01-13T11:14:58Z,214.34,39.39
2017-01-13T11:15:00Z,252.37,51.49
2017-01-13T11:15:02Z,252.15,55
2017-01-13T11:15:04Z,252.5,57
2017-01-13T11:15:06Z,252.78,54.9
2017-01-13T11:15:08Z,252.18,52.94
2017-01-13T11:15:10Z,252.7,48
2017-01-13T11:15:12Z,252.31,57
2017-01-13T11:15:14Z,252.73,53.92
2017-01-13T11:15:16Z,253.07,55.88
2017-01-13T11:15:18Z,252.82,51
2017-01-13T11:15:20Z,253.3,50
2017-01-13T11:15:22Z,252.94,51
2017-01-13T11:15:24Z,253.39,54
2017-01-13T11:15:26Z,215.19,48
2017-01-13T11:15:28Z,253.19,55
2017-01-13T11:15:30Z,253.65,51
2017-01-13T11:15:32Z,253.43,56
2017-01-13T11:15:34Z,253.88,51
2017-01-13T11:15:36Z,246.12,23
2017-01-13T11:15:38Z,253.61,54
2017-01-13T11:15:40Z,253.89,51
2017-01-13T11:15:42Z,253.54,55
2017-01-13T11:15:44Z,253.98,53
2017-01-13T11:15:46Z,253.44,52
2017-01-13T11:15:48Z,254,53
2017-01-13T11:15:50Z,253.42,51
2017-01-13T11:15:52Z,253.96,55
2017-01-13T11:15:54Z,253.44,51
2017-01-13T11:15:56Z,253.8,52
2017-01-13T11:15:58Z,253.38,54
2017-01-13T11:16:00Z,253.91,51
2017-01-13T11:16:02Z,226.37,26
2017-01-13T11:16:04Z,253.72,53
2017-01-13T11:16:06Z,254.09,52.94
2017-01-13T11:16:08Z,215.65,27
2017-01-13T11:16:10Z,253.68,49
2017-01-13T11:16:12Z,254.18,48
