,strAudioPath,nAppenAudioTime(UTC ms),nAudioVadEndPoint(ms),nMsgCallBackTime(UTC ms),nFinalResultTime(ms),,,,<1.2s,1.2s-2s,2s-3s,>3s
video,/data/AIUI/sr/600/0330-03.pcm,1.49932E+12,2280,1.49932E+12,1623,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0330-04.pcm,1.49932E+12,1340,1.49932E+12,1335,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0331-01.pcm,1.49932E+12,1500,1.49932E+12,1728,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0331-02.pcm,1.49932E+12,1460,1.49932E+12,1454,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0331-04.pcm,1.49932E+12,1020,1.49932E+12,1649,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0332-01.pcm,1.49932E+12,1070,1.49932E+12,1542,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0332-02.pcm,1.49932E+12,1270,1.49932E+12,1340,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0332-03.pcm,1.49932E+12,1130,1.49932E+12,1616,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0335-03.pcm,1.49932E+12,2260,1.49932E+12,1868,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0335-04.pcm,1.49932E+12,1130,1.49932E+12,1801,,,,FALSE,TRUE,FALSE,FALSE
video,/data/AIUI/sr/600/0336-03.pcm,,,,,,,,FALSE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0211-01.pcm,1.49932E+12,4090,1.49932E+12,,,1655,,FALSE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0211-02.pcm,1.49932E+12,5420,1.49932E+12,1790,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0211-03.pcm,1.49932E+12,4100,1.49932E+12,1700,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0211-04.pcm,,,,,,,,FALSE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0212-01.pcm,1.49932E+12,4270,1.49932E+12,,,,,FALSE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0212-02.pcm,1.49932E+12,3400,1.49932E+12,,,,,FALSE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0212-03.pcm,1.49932E+12,1890,1.49932E+12,1479,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0212-04.pcm,1.49932E+12,1880,1.49932E+12,952,,,,TRUE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0213-01.pcm,1.49932E+12,2960,1.49932E+12,,,,,FALSE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0213-02.pcm,1.49932E+12,3450,1.49932E+12,1818,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0213-03.pcm,,,,,,,,FALSE,FALSE,FALSE,FALSE
weather,/data/AIUI/sr/600/0213-04.pcm,1.49932E+12,4550,1.49932E+12,1698,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0214-01.pcm,1.49932E+12,2770,1.49932E+12,1382,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0214-02.pcm,1.49932E+12,2980,1.49932E+12,1795,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0214-03.pcm,1.49932E+12,3660,1.49932E+12,1696,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0214-04.pcm,1.49932E+12,1520,1.49932E+12,1546,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0215-01.pcm,1.49932E+12,2590,1.49932E+12,1525,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0216-01.pcm,1.49932E+12,2620,1.49932E+12,2077,,,,FALSE,FALSE,TRUE,FALSE
weather,/data/AIUI/sr/600/0216-02.pcm,1.49932E+12,2200,1.49932E+12,1493,,,,FALSE,TRUE,FALSE,FALSE
weather,/data/AIUI/sr/600/0216-03.pcm,1.49932E+12,2440,1.49932E+12,2213,,,,FALSE,FALSE,TRUE,FALSE
weixin,/data/AIUI/sr/600/0345-01.pcm,1.49932E+12,1700,1.49932E+12,1602,,1780,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0345-02.pcm,1.49932E+12,1790,1.49932E+12,1871,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0345-03.pcm,1.49932E+12,1220,1.49932E+12,1682,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0345-04.pcm,1.49932E+12,2380,1.49932E+12,1697,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0346-03.pcm,,,,,,,,FALSE,FALSE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0346-04.pcm,1.49932E+12,880,1.49932E+12,2186,,,,FALSE,FALSE,TRUE,FALSE
weixin,/data/AIUI/sr/600/0347-01.pcm,1.49932E+12,1240,1.49932E+12,1818,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0347-02.pcm,1.49932E+12,1600,1.49932E+12,1884,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0347-03.pcm,1.49932E+12,1800,1.49932E+12,1603,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0347-04.pcm,1.49932E+12,1300,1.49932E+12,1541,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0348-01.pcm,1.49932E+12,3040,1.49932E+12,1889,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0348-02.pcm,1.49932E+12,2180,1.49932E+12,1639,,,,FALSE,TRUE,FALSE,FALSE
weixin,/data/AIUI/sr/600/0348-03.pcm,1.49932E+12,2060,1.49932E+12,1951,,,,FALSE,TRUE,FALSE,FALSE
