native_pss,native_shared_dirty,native_private_dirty,native_heap_size,native_heap_alloc,native_heap_free,dalvik_pss,dalvik_shared_dirty,dalvik_private_dirty,dalvik_heap_size,dalvik_heap_alloc,dalvik_heap_free,stack_pss,stack_shared_dirty,stack_private_dirty,cursor_pss,cursor_shared_dirty,cursor_private_dirty,ashmem_pss,ashmem_shared_dirty,ashmem_private_dirty,other_dev_pss,other_dev_shared_dirty,other_dev_private_dirty,so_mmap_pss,so_mmap_shared_dirty,so_mmap_private_dirty,jar_mmap_pss,jar_mmap_shared_dirty,jar_mmap_private_dirty,apk_mmap_pss,apk_mmap_shared_dirty,apk_mmap_private_dirty,ttf_mmap_pss,ttf_mmap_shared_dirty,ttf_mmap_private_dirty,dex_mmap_pss,dex_mmap_shared_dirty,dex_mmap_private_dirty,other_mmap_pss,other_mmap_shared_dirty,other_mmap_private_dirty,unknown_pss,unknown_shared_dirty,unknown_private_dirty,TOTAL_pss,TOTAL_shared_dirty,TOTAL_private_dirty,TOTAL_heap_size,TOTAL_heap_alloc,TOTAL_heap_free
32,8,32,6864,6833,30,7622,992,7600,5768,3892,1876,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,10725,1906
32,8,32,6864,6833,30,7622,992,7600,5768,4024,1744,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,10857,1774
32,8,32,6864,6834,29,7622,992,7600,5768,4157,1611,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,10991,1640
32,8,32,6864,6835,28,7622,992,7600,5768,4285,1483,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,11120,1511
32,8,32,6864,6836,27,7622,992,7600,5768,4418,1350,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,11254,1377
32,8,32,6864,6832,31,7622,992,7600,5768,3521,2247,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,10353,2278
32,8,32,6864,6833,30,7622,992,7600,5768,3677,2091,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,10510,2121
32,8,32,6864,6834,29,7622,992,7600,5768,3811,1957,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15323,2136,11936,12632,10645,1986
32,8,32,6864,6835,28,7626,992,7604,5768,3942,1826,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,10777,1854
32,8,32,6864,6835,28,7626,992,7604,5768,4074,1694,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,10909,1722
32,8,32,6864,6836,27,7626,992,7604,5768,4206,1562,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,11042,1589
32,8,32,6864,6837,26,7626,992,7604,5768,4342,1426,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,11179,1452
32,8,32,6864,6838,25,7626,992,7604,5768,4474,1294,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,11312,1319
32,8,32,6864,6834,29,7626,992,7604,5768,3595,2173,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,10429,2202
32,8,32,6864,6835,28,7626,992,7604,5768,3726,2042,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,10561,2070
32,8,32,6864,6835,28,7626,992,7604,5768,3858,1910,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,10693,1938
32,8,32,6864,6836,27,7626,992,7604,5768,3994,1774,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15327,2136,11940,12632,10830,1801
32,8,32,6864,6837,26,7630,992,7608,5768,4124,1644,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15331,2136,11944,12632,10961,1670
32,8,32,6864,6838,25,7630,992,7608,5768,4261,1507,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15331,2136,11944,12632,11099,1532
32,8,32,6864,6839,24,7630,992,7608,5768,4415,1353,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15331,2136,11944,12632,11254,1377
32,8,32,6864,6835,28,7634,988,7612,5768,3547,2221,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15335,2132,11948,12632,10382,2249
32,8,32,6864,6836,27,7634,988,7612,5768,3680,2088,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15335,2132,11948,12632,10516,2115
32,8,32,6864,6837,26,7634,988,7612,5768,3810,1958,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15335,2132,11948,12632,10647,1984
32,8,32,6864,6838,25,7634,988,7612,5768,3941,1827,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15335,2132,11948,12632,10779,1852
32,8,32,6864,6839,24,7634,988,7612,5768,4078,1690,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15335,2132,11948,12632,10917,1714
32,8,32,6864,6840,23,7638,988,7616,5768,4235,1533,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,11075,1556
32,8,32,6864,6840,23,7638,988,7616,5768,4366,1402,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,11206,1425
32,8,32,6864,6841,22,7638,988,7616,5768,4501,1267,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,11342,1289
32,8,32,6864,6837,26,7638,988,7616,5768,3586,2182,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,10423,2208
32,8,32,6864,6838,25,7638,988,7616,5768,3721,2047,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,10559,2072
32,8,32,6864,6839,25,7638,988,7616,5768,3855,1913,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,10694,1938
32,8,32,6864,6839,24,7638,988,7616,5768,3987,1781,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,10826,1805
32,8,32,6864,6840,23,7638,988,7616,5768,4145,1623,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,10985,1646
32,8,32,6864,6841,22,7638,988,7616,5768,4277,1491,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,11118,1513
32,8,32,6864,6842,21,7638,988,7616,5768,4408,1360,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15339,2132,11952,12632,11250,1381
32,8,32,6864,6838,25,7642,984,7620,5768,3515,2253,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15343,2128,11956,12632,10353,2278
32,8,32,6864,6839,24,7642,984,7620,5768,3651,2117,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15343,2128,11956,12632,10490,2141
32,8,32,6864,6840,23,7642,984,7620,5768,3781,1987,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15343,2128,11956,12632,10621,2010
32,8,32,6864,6841,22,7646,984,7624,5768,3938,1830,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10779,1852
32,8,32,6864,6841,22,7646,984,7624,5768,4074,1694,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10915,1716
32,8,32,6864,6842,21,7646,984,7624,5768,4203,1565,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,11045,1586
32,8,32,6864,6843,20,7646,984,7624,5768,4335,1433,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,11178,1453
32,8,32,6864,6844,19,7646,984,7624,5768,4470,1298,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,11314,1317
32,8,32,6864,6840,23,7646,984,7624,5768,3570,2198,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10410,2221
32,8,32,6864,6841,22,7646,984,7624,5768,3728,2040,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10569,2062
32,8,32,6864,6842,21,7646,984,7624,5768,3861,1907,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10703,1928
32,8,32,6864,6842,21,7646,984,7624,5768,3993,1775,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10835,1796
32,8,32,6864,6843,20,7646,984,7624,5768,4124,1644,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10967,1664
32,8,32,6864,6844,19,7646,984,7624,5768,4257,1511,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,11101,1530
32,8,32,6864,6845,18,7646,984,7624,5768,4391,1377,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,11236,1395
32,8,32,6864,6846,17,7646,984,7624,5768,4525,1243,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,11371,1260
32,8,32,6864,6842,21,7646,984,7624,5768,3648,2120,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15347,2128,11960,12632,10490,2141
32,8,32,6864,6843,20,7650,984,7628,5768,3780,1988,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10623,2008
32,8,32,6864,6843,20,7650,984,7628,5768,3911,1857,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10754,1877
32,8,32,6864,6844,19,7650,984,7628,5768,4042,1726,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10886,1745
32,8,32,6864,6845,18,7650,984,7628,5768,4177,1591,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,11022,1609
32,8,32,6864,6846,17,7650,984,7628,5768,4311,1457,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,11157,1474
32,8,32,6864,6847,16,7650,984,7628,5768,4468,1300,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,11315,1316
32,8,32,6864,6843,20,7650,984,7628,5768,3567,2201,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10410,2221
32,8,32,6864,6843,20,7650,984,7628,5768,3698,2070,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10541,2090
32,8,32,6864,6844,19,7650,984,7628,5768,3827,1941,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10671,1960
32,8,32,6864,6845,18,7650,984,7628,5768,3961,1807,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10806,1825
32,8,32,6864,6846,17,7650,984,7628,5768,4096,1672,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15351,2128,11964,12632,10942,1689
32,8,32,6864,6847,16,7654,984,7632,5768,4252,1516,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15355,2128,11968,12632,11099,1532
32,8,32,6864,6848,15,7654,984,7632,5768,4386,1382,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15355,2128,11968,12632,11234,1397
32,8,32,6864,6849,15,7654,984,7632,5768,4518,1250,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15355,2128,11968,12632,11367,1265
32,8,32,6864,6844,19,7654,984,7632,5768,3614,2154,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15355,2128,11968,12632,10458,2173
32,8,32,6864,6845,18,7654,984,7632,5768,3746,2022,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15355,2128,11968,12632,10591,2040
32,8,32,6864,6846,17,7654,984,7632,5768,3880,1888,48,0,48,0,0,0,2,4,0,4,32,0,3539,1028,2440,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1792,64,1792,15355,2128,11968,12632,10726,1905
32,8,32,6864,6847,16,7658,984,7636,5768,4013,1755,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1520,64,1520,15371,2128,11984,12632,10860,1771
32,8,32,6876,6852,23,7658,984,7636,5768,4167,1601,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1520,64,1520,15371,2128,11984,12644,11019,1624
32,8,32,6876,6853,22,7658,984,7636,5768,4302,1466,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1520,64,1520,15371,2128,11984,12644,11155,1488
32,8,32,6876,6853,22,7658,984,7636,5768,4430,1338,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1520,64,1520,15371,2128,11984,12644,11283,1360
32,8,32,6876,6849,26,7658,984,7636,5768,3520,2248,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10369,2274
32,8,32,6876,6850,25,7658,984,7636,5768,3654,2114,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10504,2139
32,8,32,6876,6851,24,7658,984,7636,5768,3786,1982,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10637,2006
32,8,32,6876,6852,23,7658,984,7636,5768,3942,1826,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10794,1849
32,8,32,6876,6853,22,7658,984,7636,5768,4078,1690,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10931,1712
32,8,32,6876,6853,22,7658,984,7636,5768,4209,1559,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,11062,1581
32,8,32,6876,6854,21,7658,984,7636,5768,4341,1427,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,11195,1448
32,8,32,6876,6855,20,7658,984,7636,5768,4475,1293,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,11330,1313
32,8,32,6876,6851,24,7658,984,7636,5768,3577,2191,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10428,2215
32,8,32,6876,6852,23,7658,984,7636,5768,3734,2034,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10586,2057
32,8,32,6876,6853,22,7658,984,7636,5768,3868,1900,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10721,1922
32,8,32,6876,6854,21,7658,984,7636,5768,4000,1768,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10854,1789
32,8,32,6876,6854,21,7658,984,7636,5768,4131,1637,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,10985,1658
32,8,32,6876,6855,20,7658,984,7636,5768,4264,1504,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,11119,1524
32,8,32,6876,6856,19,7658,984,7636,5768,4398,1370,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,11254,1389
32,8,32,6876,6857,18,7658,984,7636,5768,4531,1237,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15375,2128,11988,12644,11388,1255
32,8,32,6876,6853,22,7662,984,7640,5768,3667,2101,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10520,2123
32,8,32,6876,6854,21,7662,984,7640,5768,3799,1969,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10653,1990
32,8,32,6876,6854,21,7662,984,7640,5768,3929,1839,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10783,1860
32,8,32,6876,6855,20,7662,984,7640,5768,4061,1707,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10916,1727
32,8,32,6876,6856,19,7662,984,7640,5768,4196,1572,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11052,1591
32,8,32,6876,6857,18,7662,984,7640,5768,4327,1441,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11184,1459
32,8,32,6876,6858,17,7662,984,7640,5768,4485,1283,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11343,1300
32,8,32,6876,6853,22,7662,984,7640,5768,3580,2188,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10433,2210
32,8,32,6876,6856,19,7662,984,7640,5768,3709,2059,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10565,2078
32,8,32,6876,6855,20,7662,984,7640,5768,3840,1928,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10695,1948
32,8,32,6876,6856,19,7662,984,7640,5768,3974,1794,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10830,1813
32,8,32,6876,6857,18,7662,984,7640,5768,4107,1661,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10964,1679
32,8,32,6876,6858,17,7662,984,7640,5768,4264,1504,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11122,1521
32,8,32,6876,6858,17,7662,984,7640,5768,4397,1371,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11255,1388
32,8,32,6876,6859,16,7662,984,7640,5768,4529,1239,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11388,1255
32,8,32,6876,6855,20,7662,984,7640,5768,3637,2131,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10492,2151
32,8,32,6876,6856,19,7662,984,7640,5768,3770,1998,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10626,2017
32,8,32,6876,6857,18,7662,984,7640,5768,3904,1864,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10761,1882
32,8,32,6876,6857,18,7662,984,7640,5768,4037,1731,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,10894,1749
32,8,32,6876,6859,16,7662,984,7640,5768,4193,1575,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11052,1591
32,8,32,6876,6859,16,7662,984,7640,5768,4327,1441,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11186,1457
32,8,32,6876,6860,15,7662,984,7640,5768,4455,1313,48,0,48,0,0,0,2,4,0,4,32,0,3823,1028,2724,0,0,0,88,0,0,2,0,0,2174,0,16,20,8,8,1524,64,1524,15379,2128,11992,12644,11315,1328
